SEASON_ID,OFF_PLAYER_ID,OFF_PLAYER_NAME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,MATCHUP_MIN,PARTIAL_POSS,PLAYER_PTS,TEAM_PTS,MATCHUP_AST,MATCHUP_TOV,MATCHUP_BLK,MATCHUP_FGM,MATCHUP_FGA,MATCHUP_FG_PCT,MATCHUP_FG3M,MATCHUP_FG3A,MATCHUP_FG3_PCT,HELP_BLK,HELP_FGM,HELP_FGA,HELP_FG_PERC,MATCHUP_FTM,MATCHUP_FTA,SFL,MATCHUP_TIME_SEC,off_team_id,def_team_id,off_team_name,off_team_abv,off_team_color,def_team_name,def_team_abv,def_team_color
42022,201935,James Harden,1630549,Day'Ron Sharpe,1,0:34,3.2,0,5,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,34.0,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,203954,Joel Embiid,203915,Spencer Dinwiddie,1,0:49,3.1,0,7,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,49.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630178,Tyrese Maxey,203552,Seth Curry,1,0:48,3.1,0,8,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,48.3,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,203954,Joel Embiid,1629661,Cameron Johnson,1,0:46,3.1,3,5,0,0,0,1,2,0.5,0,1,0.0,0,0,0,0,1,1,1,45.8,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630178,Tyrese Maxey,1626220,Royce O'Neale,1,0:34,3.1,0,2,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,33.8,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627863,Danuel House Jr.,1629139,Yuta Watanabe,1,0:42,3.1,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,42.0,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627788,Furkan Korkmaz,1628410,Edmond Sumner,1,0:44,2.9,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,43.5,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,201935,James Harden,203552,Seth Curry,1,0:32,2.8,3,9,2,0,0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,31.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629001,De'Anthony Melton,203925,Joe Harris,1,0:43,2.8,0,2,2,0,0,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,43.2,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630178,Tyrese Maxey,1629661,Cameron Johnson,1,0:48,2.7,0,2,0,0,0,0,2,0.0,0,1,0.0,0,0,0,0,0,0,0,48.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629667,Jalen McDaniels,1626220,Royce O'Neale,1,0:36,2.6,0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,36.2,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627777,Georges Niang,1629651,Nic Claxton,1,0:34,2.6,0,5,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,34.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,201935,James Harden,203925,Joe Harris,1,0:32,2.6,0,2,1,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,32.5,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629001,De'Anthony Melton,1629651,Nic Claxton,1,0:39,2.5,0,5,0,0,1,0,2,0.0,0,1,0.0,0,0,0,0,0,0,0,38.9,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,200782,P.J. Tucker,1626220,Royce O'Neale,1,0:30,2.5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,30.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,200782,P.J. Tucker,1627827,Dorian Finney-Smith,1,0:34,2.4,0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,34.2,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629667,Jalen McDaniels,1629661,Cameron Johnson,1,0:33,2.3,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,32.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630194,Paul Reed,203915,Spencer Dinwiddie,1,0:29,2.3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,28.8,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630178,Tyrese Maxey,1630561,David Duke Jr.,1,0:39,2.3,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,38.7,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630194,Paul Reed,1626220,Royce O'Neale,1,0:27,2.1,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,26.8,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1626149,Montrezl Harrell,1630549,Day'Ron Sharpe,1,0:29,2.0,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,29.2,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630531,Jaden Springer,1630560,Cam Thomas,1,0:34,2.0,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,34.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629667,Jalen McDaniels,1630549,Day'Ron Sharpe,1,0:27,1.9,0,5,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,26.7,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627788,Furkan Korkmaz,1630560,Cam Thomas,1,0:20,1.8,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,20.0,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,203954,Joel Embiid,1629139,Yuta Watanabe,1,0:22,1.8,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,21.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630178,Tyrese Maxey,203925,Joe Harris,1,0:29,1.7,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,29.3,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629667,Jalen McDaniels,1628969,Mikal Bridges,1,0:17,1.7,2,5,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,17.2,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627777,Georges Niang,1629661,Cameron Johnson,1,0:24,1.6,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,23.9,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627777,Georges Niang,1628969,Mikal Bridges,1,0:17,1.6,0,7,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,17.5,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630531,Jaden Springer,1628410,Edmond Sumner,1,0:19,1.5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,18.8,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630178,Tyrese Maxey,1628410,Edmond Sumner,1,0:06,1.3,0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,5.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,200782,P.J. Tucker,1630560,Cam Thomas,1,0:15,1.3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,15.1,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,202699,Tobias Harris,1629139,Yuta Watanabe,1,0:12,1.3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,12.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1626149,Montrezl Harrell,1629139,Yuta Watanabe,1,0:17,1.2,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,17.0,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630194,Paul Reed,1629661,Cameron Johnson,1,0:12,1.2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,11.8,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,200782,P.J. Tucker,1629139,Yuta Watanabe,1,0:13,1.2,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,13.0,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,200782,P.J. Tucker,1630561,David Duke Jr.,1,0:07,1.2,0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,7.3,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629003,Shake Milton,1628410,Edmond Sumner,1,0:16,1.1,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,16.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630194,Paul Reed,203552,Seth Curry,1,0:09,1.1,2,2,0,0,0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,9.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,202699,Tobias Harris,1630560,Cam Thomas,1,0:19,1.1,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,18.7,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627788,Furkan Korkmaz,1630549,Day'Ron Sharpe,1,0:11,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,10.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,201935,James Harden,1630560,Cam Thomas,1,0:05,1.0,0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,5.1,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1627863,Danuel House Jr.,1630560,Cam Thomas,1,0:11,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,10.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,202699,Tobias Harris,1630561,David Duke Jr.,1,0:04,1.0,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4.0,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1629667,Jalen McDaniels,1629651,Nic Claxton,1,0:09,0.9,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,9.2,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,200782,P.J. Tucker,1628410,Edmond Sumner,1,0:15,0.8,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,14.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630178,Tyrese Maxey,1630549,Day'Ron Sharpe,1,0:12,0.8,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,11.7,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,202699,Tobias Harris,1628410,Edmond Sumner,1,0:03,0.7,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3.4,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,1630194,Paul Reed,1628969,Mikal Bridges,1,0:10,0.7,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,9.8,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
42022,200782,P.J. Tucker,1629651,Nic Claxton,1,0:13,0.7,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,12.6,1610612755,1610612751,Philadelphia 76ers,PHI,#006BB6,Brooklyn Nets,BKN,#000000
