"","...1","TEAM_NAME","TEAM_ID","GAME_ID","GAME_DATE","MATCHUP","game_number","version","OPP_NAME","matchup_start","round","matchup_full","TEAM_COLOR","OPP_COLOR","season"
"235",67,"Indiana Pacers",1610612754,"0042300122",2024-04-23,"IND vs. MIL","Game 2","Thu Apr 24 23:24:32","Milwaukee Bucks",2024-04-21,1,"Round 1: IND vs. MIL, Game 2","#002D62","#00471B","2023-24"
"236",68,"Indiana Pacers",1610612754,"0042300123",2024-04-26,"IND vs. MIL","Game 3","Thu Apr 24 23:24:32","Milwaukee Bucks",2024-04-21,1,"Round 1: IND vs. MIL, Game 3","#002D62","#00471B","2023-24"
"237",69,"Indiana Pacers",1610612754,"0042300124",2024-04-28,"IND vs. MIL","Game 4","Thu Apr 24 23:24:32","Milwaukee Bucks",2024-04-21,1,"Round 1: IND vs. MIL, Game 4","#002D62","#00471B","2023-24"
"238",70,"Indiana Pacers",1610612754,"0042300125",2024-04-30,"IND vs. MIL","Game 5","Thu Apr 24 23:24:32","Milwaukee Bucks",2024-04-21,1,"Round 1: IND vs. MIL, Game 5","#002D62","#00471B","2023-24"
"239",71,"Indiana Pacers",1610612754,"0042300126",2024-05-02,"IND vs. MIL","Game 6","Thu Apr 24 23:24:32","Milwaukee Bucks",2024-04-21,1,"Round 1: IND vs. MIL, Game 6","#002D62","#00471B","2023-24"
"240",72,"Indiana Pacers",1610612754,"0042300211",2024-05-06,"IND vs. NYK","Game 1","Thu Apr 24 23:24:32","New York Knicks",2024-05-06,2,"Round 2: IND vs. NYK, Game 1","#002D62","#006BB6","2023-24"
"241",73,"Indiana Pacers",1610612754,"0042300212",2024-05-08,"IND vs. NYK","Game 2","Thu Apr 24 23:24:32","New York Knicks",2024-05-06,2,"Round 2: IND vs. NYK, Game 2","#002D62","#006BB6","2023-24"
"242",74,"Indiana Pacers",1610612754,"0042300213",2024-05-10,"IND vs. NYK","Game 3","Thu Apr 24 23:24:32","New York Knicks",2024-05-06,2,"Round 2: IND vs. NYK, Game 3","#002D62","#006BB6","2023-24"
"243",75,"Indiana Pacers",1610612754,"0042300214",2024-05-12,"IND vs. NYK","Game 4","Thu Apr 24 23:24:32","New York Knicks",2024-05-06,2,"Round 2: IND vs. NYK, Game 4","#002D62","#006BB6","2023-24"
"244",76,"Indiana Pacers",1610612754,"0042300215",2024-05-14,"IND vs. NYK","Game 5","Thu Apr 24 23:24:32","New York Knicks",2024-05-06,2,"Round 2: IND vs. NYK, Game 5","#002D62","#006BB6","2023-24"
"245",77,"Indiana Pacers",1610612754,"0042300216",2024-05-17,"IND vs. NYK","Game 6","Thu Apr 24 23:24:32","New York Knicks",2024-05-06,2,"Round 2: IND vs. NYK, Game 6","#002D62","#006BB6","2023-24"
"246",78,"Indiana Pacers",1610612754,"0042300217",2024-05-19,"IND vs. NYK","Game 7","Thu Apr 24 23:24:32","New York Knicks",2024-05-06,2,"Round 2: IND vs. NYK, Game 7","#002D62","#006BB6","2023-24"
"247",79,"Indiana Pacers",1610612754,"0042300301",2024-05-21,"IND vs. BOS","Game 1","Thu Apr 24 23:24:32","Boston Celtics",2024-05-21,3,"Round 3: IND vs. BOS, Game 1","#002D62","#007A33","2023-24"
"248",80,"Indiana Pacers",1610612754,"0042300302",2024-05-23,"IND vs. BOS","Game 2","Thu Apr 24 23:24:32","Boston Celtics",2024-05-21,3,"Round 3: IND vs. BOS, Game 2","#002D62","#007A33","2023-24"
"249",81,"Indiana Pacers",1610612754,"0042300303",2024-05-25,"IND vs. BOS","Game 3","Thu Apr 24 23:24:32","Boston Celtics",2024-05-21,3,"Round 3: IND vs. BOS, Game 3","#002D62","#007A33","2023-24"
"250",82,"Indiana Pacers",1610612754,"0042300304",2024-05-27,"IND vs. BOS","Game 4","Thu Apr 24 23:24:32","Boston Celtics",2024-05-21,3,"Round 3: IND vs. BOS, Game 4","#002D62","#007A33","2023-24"
"251",83,"LA Clippers",1610612746,"0042300171",2024-04-21,"LAC vs. DAL","Game 1","Thu Apr 24 23:24:32","Dallas Mavericks",2024-04-21,1,"Round 1: LAC vs. DAL, Game 1","#5D76A9","#00538C","2023-24"
"252",84,"LA Clippers",1610612746,"0042300172",2024-04-23,"LAC vs. DAL","Game 2","Thu Apr 24 23:24:32","Dallas Mavericks",2024-04-21,1,"Round 1: LAC vs. DAL, Game 2","#5D76A9","#00538C","2023-24"
"253",85,"LA Clippers",1610612746,"0042300173",2024-04-26,"LAC vs. DAL","Game 3","Thu Apr 24 23:24:32","Dallas Mavericks",2024-04-21,1,"Round 1: LAC vs. DAL, Game 3","#5D76A9","#00538C","2023-24"
"254",86,"LA Clippers",1610612746,"0042300174",2024-04-28,"LAC vs. DAL","Game 4","Thu Apr 24 23:24:32","Dallas Mavericks",2024-04-21,1,"Round 1: LAC vs. DAL, Game 4","#5D76A9","#00538C","2023-24"
"255",87,"LA Clippers",1610612746,"0042300175",2024-05-01,"LAC vs. DAL","Game 5","Thu Apr 24 23:24:32","Dallas Mavericks",2024-04-21,1,"Round 1: LAC vs. DAL, Game 5","#5D76A9","#00538C","2023-24"
"256",88,"LA Clippers",1610612746,"0042300176",2024-05-03,"LAC vs. DAL","Game 6","Thu Apr 24 23:24:32","Dallas Mavericks",2024-04-21,1,"Round 1: LAC vs. DAL, Game 6","#5D76A9","#00538C","2023-24"
"257",89,"Los Angeles Lakers",1610612747,"0042300151",2024-04-20,"LAL vs. DEN","Game 1","Thu Apr 24 23:24:32","Denver Nuggets",2024-04-20,1,"Round 1: LAL vs. DEN, Game 1","#552583","#0E2240","2023-24"
"258",90,"Los Angeles Lakers",1610612747,"0042300152",2024-04-22,"LAL vs. DEN","Game 2","Thu Apr 24 23:24:32","Denver Nuggets",2024-04-20,1,"Round 1: LAL vs. DEN, Game 2","#552583","#0E2240","2023-24"
"259",91,"Los Angeles Lakers",1610612747,"0042300153",2024-04-25,"LAL vs. DEN","Game 3","Thu Apr 24 23:24:32","Denver Nuggets",2024-04-20,1,"Round 1: LAL vs. DEN, Game 3","#552583","#0E2240","2023-24"
"260",92,"Los Angeles Lakers",1610612747,"0042300154",2024-04-27,"LAL vs. DEN","Game 4","Thu Apr 24 23:24:32","Denver Nuggets",2024-04-20,1,"Round 1: LAL vs. DEN, Game 4","#552583","#0E2240","2023-24"
"261",93,"Los Angeles Lakers",1610612747,"0042300155",2024-04-29,"LAL vs. DEN","Game 5","Thu Apr 24 23:24:32","Denver Nuggets",2024-04-20,1,"Round 1: LAL vs. DEN, Game 5","#552583","#0E2240","2023-24"
"262",94,"Miami Heat",1610612748,"0042300101",2024-04-21,"MIA vs. BOS","Game 1","Thu Apr 24 23:24:32","Boston Celtics",2024-04-21,1,"Round 1: MIA vs. BOS, Game 1","#98002E","#007A33","2023-24"
"263",95,"Miami Heat",1610612748,"0042300102",2024-04-24,"MIA vs. BOS","Game 2","Thu Apr 24 23:24:32","Boston Celtics",2024-04-21,1,"Round 1: MIA vs. BOS, Game 2","#98002E","#007A33","2023-24"
"264",96,"Miami Heat",1610612748,"0042300103",2024-04-27,"MIA vs. BOS","Game 3","Thu Apr 24 23:24:32","Boston Celtics",2024-04-21,1,"Round 1: MIA vs. BOS, Game 3","#98002E","#007A33","2023-24"
"265",97,"Miami Heat",1610612748,"0042300104",2024-04-29,"MIA vs. BOS","Game 4","Thu Apr 24 23:24:32","Boston Celtics",2024-04-21,1,"Round 1: MIA vs. BOS, Game 4","#98002E","#007A33","2023-24"
"266",98,"Miami Heat",1610612748,"0042300105",2024-05-01,"MIA vs. BOS","Game 5","Thu Apr 24 23:24:32","Boston Celtics",2024-04-21,1,"Round 1: MIA vs. BOS, Game 5","#98002E","#007A33","2023-24"
"267",99,"Milwaukee Bucks",1610612749,"0042300121",2024-04-21,"MIL vs. IND","Game 1","Thu Apr 24 23:24:32","Indiana Pacers",2024-04-21,1,"Round 1: MIL vs. IND, Game 1","#00471B","#002D62","2023-24"
"268",100,"Milwaukee Bucks",1610612749,"0042300122",2024-04-23,"MIL vs. IND","Game 2","Thu Apr 24 23:24:32","Indiana Pacers",2024-04-21,1,"Round 1: MIL vs. IND, Game 2","#00471B","#002D62","2023-24"
"269",101,"Milwaukee Bucks",1610612749,"0042300123",2024-04-26,"MIL vs. IND","Game 3","Thu Apr 24 23:24:32","Indiana Pacers",2024-04-21,1,"Round 1: MIL vs. IND, Game 3","#00471B","#002D62","2023-24"
"270",102,"Milwaukee Bucks",1610612749,"0042300124",2024-04-28,"MIL vs. IND","Game 4","Thu Apr 24 23:24:32","Indiana Pacers",2024-04-21,1,"Round 1: MIL vs. IND, Game 4","#00471B","#002D62","2023-24"
"271",103,"Milwaukee Bucks",1610612749,"0042300125",2024-04-30,"MIL vs. IND","Game 5","Thu Apr 24 23:24:32","Indiana Pacers",2024-04-21,1,"Round 1: MIL vs. IND, Game 5","#00471B","#002D62","2023-24"
"272",104,"Milwaukee Bucks",1610612749,"0042300126",2024-05-02,"MIL vs. IND","Game 6","Thu Apr 24 23:24:32","Indiana Pacers",2024-04-21,1,"Round 1: MIL vs. IND, Game 6","#00471B","#002D62","2023-24"
"273",105,"Minnesota Timberwolves",1610612750,"0042300161",2024-04-20,"MIN vs. PHX","Game 1","Thu Apr 24 23:24:32","Phoenix Suns",2024-04-20,1,"Round 1: MIN vs. PHX, Game 1","#236192","#1D1160","2023-24"
"274",106,"Minnesota Timberwolves",1610612750,"0042300162",2024-04-23,"MIN vs. PHX","Game 2","Thu Apr 24 23:24:32","Phoenix Suns",2024-04-20,1,"Round 1: MIN vs. PHX, Game 2","#236192","#1D1160","2023-24"
"275",107,"Minnesota Timberwolves",1610612750,"0042300163",2024-04-26,"MIN vs. PHX","Game 3","Thu Apr 24 23:24:32","Phoenix Suns",2024-04-20,1,"Round 1: MIN vs. PHX, Game 3","#236192","#1D1160","2023-24"
"276",108,"Minnesota Timberwolves",1610612750,"0042300164",2024-04-28,"MIN vs. PHX","Game 4","Thu Apr 24 23:24:32","Phoenix Suns",2024-04-20,1,"Round 1: MIN vs. PHX, Game 4","#236192","#1D1160","2023-24"
"277",109,"Minnesota Timberwolves",1610612750,"0042300231",2024-05-04,"MIN vs. DEN","Game 1","Thu Apr 24 23:24:32","Denver Nuggets",2024-05-04,2,"Round 2: MIN vs. DEN, Game 1","#236192","#0E2240","2023-24"
"278",110,"Minnesota Timberwolves",1610612750,"0042300232",2024-05-06,"MIN vs. DEN","Game 2","Thu Apr 24 23:24:32","Denver Nuggets",2024-05-04,2,"Round 2: MIN vs. DEN, Game 2","#236192","#0E2240","2023-24"
"279",111,"Minnesota Timberwolves",1610612750,"0042300233",2024-05-10,"MIN vs. DEN","Game 3","Thu Apr 24 23:24:32","Denver Nuggets",2024-05-04,2,"Round 2: MIN vs. DEN, Game 3","#236192","#0E2240","2023-24"
"280",112,"Minnesota Timberwolves",1610612750,"0042300234",2024-05-12,"MIN vs. DEN","Game 4","Thu Apr 24 23:24:32","Denver Nuggets",2024-05-04,2,"Round 2: MIN vs. DEN, Game 4","#236192","#0E2240","2023-24"
"281",113,"Minnesota Timberwolves",1610612750,"0042300235",2024-05-14,"MIN vs. DEN","Game 5","Thu Apr 24 23:24:32","Denver Nuggets",2024-05-04,2,"Round 2: MIN vs. DEN, Game 5","#236192","#0E2240","2023-24"
"282",114,"Minnesota Timberwolves",1610612750,"0042300236",2024-05-16,"MIN vs. DEN","Game 6","Thu Apr 24 23:24:32","Denver Nuggets",2024-05-04,2,"Round 2: MIN vs. DEN, Game 6","#236192","#0E2240","2023-24"
"283",115,"Minnesota Timberwolves",1610612750,"0042300237",2024-05-19,"MIN vs. DEN","Game 7","Thu Apr 24 23:24:32","Denver Nuggets",2024-05-04,2,"Round 2: MIN vs. DEN, Game 7","#236192","#0E2240","2023-24"
"284",116,"Minnesota Timberwolves",1610612750,"0042300311",2024-05-22,"MIN vs. DAL","Game 1","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-22,3,"Round 3: MIN vs. DAL, Game 1","#236192","#00538C","2023-24"
"285",117,"Minnesota Timberwolves",1610612750,"0042300312",2024-05-24,"MIN vs. DAL","Game 2","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-22,3,"Round 3: MIN vs. DAL, Game 2","#236192","#00538C","2023-24"
"286",118,"Minnesota Timberwolves",1610612750,"0042300313",2024-05-26,"MIN vs. DAL","Game 3","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-22,3,"Round 3: MIN vs. DAL, Game 3","#236192","#00538C","2023-24"
"287",119,"Minnesota Timberwolves",1610612750,"0042300314",2024-05-28,"MIN vs. DAL","Game 4","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-22,3,"Round 3: MIN vs. DAL, Game 4","#236192","#00538C","2023-24"
"288",120,"Minnesota Timberwolves",1610612750,"0042300315",2024-05-30,"MIN vs. DAL","Game 5","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-22,3,"Round 3: MIN vs. DAL, Game 5","#236192","#00538C","2023-24"
"289",121,"New Orleans Pelicans",1610612740,"0042300141",2024-04-21,"NOP vs. OKC","Game 1","Thu Apr 24 23:24:32","Oklahoma City Thunder",2024-04-21,1,"Round 1: NOP vs. OKC, Game 1","#0C2340","#007AC1","2023-24"
"290",122,"New Orleans Pelicans",1610612740,"0042300142",2024-04-24,"NOP vs. OKC","Game 2","Thu Apr 24 23:24:32","Oklahoma City Thunder",2024-04-21,1,"Round 1: NOP vs. OKC, Game 2","#0C2340","#007AC1","2023-24"
"291",123,"New Orleans Pelicans",1610612740,"0042300143",2024-04-27,"NOP vs. OKC","Game 3","Thu Apr 24 23:24:32","Oklahoma City Thunder",2024-04-21,1,"Round 1: NOP vs. OKC, Game 3","#0C2340","#007AC1","2023-24"
"292",124,"New Orleans Pelicans",1610612740,"0042300144",2024-04-29,"NOP vs. OKC","Game 4","Thu Apr 24 23:24:32","Oklahoma City Thunder",2024-04-21,1,"Round 1: NOP vs. OKC, Game 4","#0C2340","#007AC1","2023-24"
"293",125,"New York Knicks",1610612752,"0042300111",2024-04-20,"NYK vs. PHI","Game 1","Thu Apr 24 23:24:32","Philadelphia 76ers",2024-04-20,1,"Round 1: NYK vs. PHI, Game 1","#006BB6","#006BB6","2023-24"
"294",126,"New York Knicks",1610612752,"0042300112",2024-04-22,"NYK vs. PHI","Game 2","Thu Apr 24 23:24:32","Philadelphia 76ers",2024-04-20,1,"Round 1: NYK vs. PHI, Game 2","#006BB6","#006BB6","2023-24"
"295",127,"New York Knicks",1610612752,"0042300113",2024-04-25,"NYK vs. PHI","Game 3","Thu Apr 24 23:24:32","Philadelphia 76ers",2024-04-20,1,"Round 1: NYK vs. PHI, Game 3","#006BB6","#006BB6","2023-24"
"296",128,"New York Knicks",1610612752,"0042300114",2024-04-28,"NYK vs. PHI","Game 4","Thu Apr 24 23:24:32","Philadelphia 76ers",2024-04-20,1,"Round 1: NYK vs. PHI, Game 4","#006BB6","#006BB6","2023-24"
"297",129,"New York Knicks",1610612752,"0042300115",2024-04-30,"NYK vs. PHI","Game 5","Thu Apr 24 23:24:32","Philadelphia 76ers",2024-04-20,1,"Round 1: NYK vs. PHI, Game 5","#006BB6","#006BB6","2023-24"
"298",130,"New York Knicks",1610612752,"0042300116",2024-05-02,"NYK vs. PHI","Game 6","Thu Apr 24 23:24:32","Philadelphia 76ers",2024-04-20,1,"Round 1: NYK vs. PHI, Game 6","#006BB6","#006BB6","2023-24"
"299",131,"New York Knicks",1610612752,"0042300211",2024-05-06,"NYK vs. IND","Game 1","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-06,2,"Round 2: NYK vs. IND, Game 1","#006BB6","#002D62","2023-24"
"300",132,"New York Knicks",1610612752,"0042300212",2024-05-08,"NYK vs. IND","Game 2","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-06,2,"Round 2: NYK vs. IND, Game 2","#006BB6","#002D62","2023-24"
"301",133,"New York Knicks",1610612752,"0042300213",2024-05-10,"NYK vs. IND","Game 3","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-06,2,"Round 2: NYK vs. IND, Game 3","#006BB6","#002D62","2023-24"
"302",134,"New York Knicks",1610612752,"0042300214",2024-05-12,"NYK vs. IND","Game 4","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-06,2,"Round 2: NYK vs. IND, Game 4","#006BB6","#002D62","2023-24"
"303",135,"New York Knicks",1610612752,"0042300215",2024-05-14,"NYK vs. IND","Game 5","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-06,2,"Round 2: NYK vs. IND, Game 5","#006BB6","#002D62","2023-24"
"304",136,"New York Knicks",1610612752,"0042300216",2024-05-17,"NYK vs. IND","Game 6","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-06,2,"Round 2: NYK vs. IND, Game 6","#006BB6","#002D62","2023-24"
"305",137,"New York Knicks",1610612752,"0042300217",2024-05-19,"NYK vs. IND","Game 7","Thu Apr 24 23:24:32","Indiana Pacers",2024-05-06,2,"Round 2: NYK vs. IND, Game 7","#006BB6","#002D62","2023-24"
"306",138,"Oklahoma City Thunder",1610612760,"0042300141",2024-04-21,"OKC vs. NOP","Game 1","Thu Apr 24 23:24:32","New Orleans Pelicans",2024-04-21,1,"Round 1: OKC vs. NOP, Game 1","#007AC1","#0C2340","2023-24"
"307",139,"Oklahoma City Thunder",1610612760,"0042300142",2024-04-24,"OKC vs. NOP","Game 2","Thu Apr 24 23:24:32","New Orleans Pelicans",2024-04-21,1,"Round 1: OKC vs. NOP, Game 2","#007AC1","#0C2340","2023-24"
"308",140,"Oklahoma City Thunder",1610612760,"0042300143",2024-04-27,"OKC vs. NOP","Game 3","Thu Apr 24 23:24:32","New Orleans Pelicans",2024-04-21,1,"Round 1: OKC vs. NOP, Game 3","#007AC1","#0C2340","2023-24"
"309",141,"Oklahoma City Thunder",1610612760,"0042300144",2024-04-29,"OKC vs. NOP","Game 4","Thu Apr 24 23:24:32","New Orleans Pelicans",2024-04-21,1,"Round 1: OKC vs. NOP, Game 4","#007AC1","#0C2340","2023-24"
"310",142,"Oklahoma City Thunder",1610612760,"0042300221",2024-05-07,"OKC vs. DAL","Game 1","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-07,2,"Round 2: OKC vs. DAL, Game 1","#007AC1","#00538C","2023-24"
"311",143,"Oklahoma City Thunder",1610612760,"0042300222",2024-05-09,"OKC vs. DAL","Game 2","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-07,2,"Round 2: OKC vs. DAL, Game 2","#007AC1","#00538C","2023-24"
"312",144,"Oklahoma City Thunder",1610612760,"0042300223",2024-05-11,"OKC vs. DAL","Game 3","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-07,2,"Round 2: OKC vs. DAL, Game 3","#007AC1","#00538C","2023-24"
"313",145,"Oklahoma City Thunder",1610612760,"0042300224",2024-05-13,"OKC vs. DAL","Game 4","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-07,2,"Round 2: OKC vs. DAL, Game 4","#007AC1","#00538C","2023-24"
"314",146,"Oklahoma City Thunder",1610612760,"0042300225",2024-05-15,"OKC vs. DAL","Game 5","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-07,2,"Round 2: OKC vs. DAL, Game 5","#007AC1","#00538C","2023-24"
"315",147,"Oklahoma City Thunder",1610612760,"0042300226",2024-05-18,"OKC vs. DAL","Game 6","Thu Apr 24 23:24:32","Dallas Mavericks",2024-05-07,2,"Round 2: OKC vs. DAL, Game 6","#007AC1","#00538C","2023-24"
"316",148,"Orlando Magic",1610612753,"0042300131",2024-04-20,"ORL vs. CLE","Game 1","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-04-20,1,"Round 1: ORL vs. CLE, Game 1","#0077C0","#860038","2023-24"
"317",149,"Orlando Magic",1610612753,"0042300132",2024-04-22,"ORL vs. CLE","Game 2","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-04-20,1,"Round 1: ORL vs. CLE, Game 2","#0077C0","#860038","2023-24"
"318",150,"Orlando Magic",1610612753,"0042300133",2024-04-25,"ORL vs. CLE","Game 3","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-04-20,1,"Round 1: ORL vs. CLE, Game 3","#0077C0","#860038","2023-24"
"319",151,"Orlando Magic",1610612753,"0042300134",2024-04-27,"ORL vs. CLE","Game 4","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-04-20,1,"Round 1: ORL vs. CLE, Game 4","#0077C0","#860038","2023-24"
"320",152,"Orlando Magic",1610612753,"0042300135",2024-04-30,"ORL vs. CLE","Game 5","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-04-20,1,"Round 1: ORL vs. CLE, Game 5","#0077C0","#860038","2023-24"
"321",153,"Orlando Magic",1610612753,"0042300136",2024-05-03,"ORL vs. CLE","Game 6","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-04-20,1,"Round 1: ORL vs. CLE, Game 6","#0077C0","#860038","2023-24"
"322",154,"Orlando Magic",1610612753,"0042300137",2024-05-05,"ORL vs. CLE","Game 7","Thu Apr 24 23:24:32","Cleveland Cavaliers",2024-04-20,1,"Round 1: ORL vs. CLE, Game 7","#0077C0","#860038","2023-24"
"323",155,"Philadelphia 76ers",1610612755,"0042300111",2024-04-20,"PHI vs. NYK","Game 1","Thu Apr 24 23:24:32","New York Knicks",2024-04-20,1,"Round 1: PHI vs. NYK, Game 1","#006BB6","#006BB6","2023-24"
"324",156,"Philadelphia 76ers",1610612755,"0042300112",2024-04-22,"PHI vs. NYK","Game 2","Thu Apr 24 23:24:32","New York Knicks",2024-04-20,1,"Round 1: PHI vs. NYK, Game 2","#006BB6","#006BB6","2023-24"
"325",157,"Philadelphia 76ers",1610612755,"0042300113",2024-04-25,"PHI vs. NYK","Game 3","Thu Apr 24 23:24:32","New York Knicks",2024-04-20,1,"Round 1: PHI vs. NYK, Game 3","#006BB6","#006BB6","2023-24"
"326",158,"Philadelphia 76ers",1610612755,"0042300114",2024-04-28,"PHI vs. NYK","Game 4","Thu Apr 24 23:24:32","New York Knicks",2024-04-20,1,"Round 1: PHI vs. NYK, Game 4","#006BB6","#006BB6","2023-24"
"327",159,"Philadelphia 76ers",1610612755,"0042300115",2024-04-30,"PHI vs. NYK","Game 5","Thu Apr 24 23:24:32","New York Knicks",2024-04-20,1,"Round 1: PHI vs. NYK, Game 5","#006BB6","#006BB6","2023-24"
"328",160,"Philadelphia 76ers",1610612755,"0042300116",2024-05-02,"PHI vs. NYK","Game 6","Thu Apr 24 23:24:32","New York Knicks",2024-04-20,1,"Round 1: PHI vs. NYK, Game 6","#006BB6","#006BB6","2023-24"
"329",161,"Phoenix Suns",1610612756,"0042300161",2024-04-20,"PHX vs. MIN","Game 1","Thu Apr 24 23:24:32","Minnesota Timberwolves",2024-04-20,1,"Round 1: PHX vs. MIN, Game 1","#1D1160","#236192","2023-24"
"330",162,"Phoenix Suns",1610612756,"0042300162",2024-04-23,"PHX vs. MIN","Game 2","Thu Apr 24 23:24:32","Minnesota Timberwolves",2024-04-20,1,"Round 1: PHX vs. MIN, Game 2","#1D1160","#236192","2023-24"
"331",163,"Phoenix Suns",1610612756,"0042300163",2024-04-26,"PHX vs. MIN","Game 3","Thu Apr 24 23:24:32","Minnesota Timberwolves",2024-04-20,1,"Round 1: PHX vs. MIN, Game 3","#1D1160","#236192","2023-24"
"332",164,"Phoenix Suns",1610612756,"0042300164",2024-04-28,"PHX vs. MIN","Game 4","Thu Apr 24 23:24:32","Minnesota Timberwolves",2024-04-20,1,"Round 1: PHX vs. MIN, Game 4","#1D1160","#236192","2023-24"
"333",1,"Boston Celtics",1610612738,"0042400111",2025-04-20,"BOS vs. ORL","Game 1","Wed Apr 30 15:23:26","Orlando Magic",2025-04-20,1,"Round 1: BOS vs. ORL, Game 1","#007A33","#0077C0","2024-25"
"334",2,"Boston Celtics",1610612738,"0042400112",2025-04-23,"BOS vs. ORL","Game 2","Wed Apr 30 15:23:26","Orlando Magic",2025-04-20,1,"Round 1: BOS vs. ORL, Game 2","#007A33","#0077C0","2024-25"
"335",3,"Boston Celtics",1610612738,"0042400113",2025-04-25,"BOS vs. ORL","Game 3","Wed Apr 30 15:23:26","Orlando Magic",2025-04-20,1,"Round 1: BOS vs. ORL, Game 3","#007A33","#0077C0","2024-25"
"336",4,"Boston Celtics",1610612738,"0042400114",2025-04-27,"BOS vs. ORL","Game 4","Wed Apr 30 15:23:26","Orlando Magic",2025-04-20,1,"Round 1: BOS vs. ORL, Game 4","#007A33","#0077C0","2024-25"
"337",5,"Boston Celtics",1610612738,"0042400115",2025-04-29,"BOS vs. ORL","Game 5","Wed Apr 30 15:23:26","Orlando Magic",2025-04-20,1,"Round 1: BOS vs. ORL, Game 5","#007A33","#0077C0","2024-25"
"338",6,"Cleveland Cavaliers",1610612739,"0042400101",2025-04-20,"CLE vs. MIA","Game 1","Wed Apr 30 15:23:26","Miami Heat",2025-04-20,1,"Round 1: CLE vs. MIA, Game 1","#860038","#98002E","2024-25"
"339",7,"Cleveland Cavaliers",1610612739,"0042400102",2025-04-23,"CLE vs. MIA","Game 2","Wed Apr 30 15:23:26","Miami Heat",2025-04-20,1,"Round 1: CLE vs. MIA, Game 2","#860038","#98002E","2024-25"
"340",8,"Cleveland Cavaliers",1610612739,"0042400103",2025-04-26,"CLE vs. MIA","Game 3","Wed Apr 30 15:23:26","Miami Heat",2025-04-20,1,"Round 1: CLE vs. MIA, Game 3","#860038","#98002E","2024-25"
"341",9,"Cleveland Cavaliers",1610612739,"0042400104",2025-04-28,"CLE vs. MIA","Game 4","Wed Apr 30 15:23:26","Miami Heat",2025-04-20,1,"Round 1: CLE vs. MIA, Game 4","#860038","#98002E","2024-25"
"342",10,"Denver Nuggets",1610612743,"0042400171",2025-04-19,"DEN vs. LAC","Game 1","Wed Apr 30 15:23:26","LA Clippers",2025-04-19,1,"Round 1: DEN vs. LAC, Game 1","#0E2240","#5D76A9","2024-25"
"343",11,"Denver Nuggets",1610612743,"0042400172",2025-04-21,"DEN vs. LAC","Game 2","Wed Apr 30 15:23:26","LA Clippers",2025-04-19,1,"Round 1: DEN vs. LAC, Game 2","#0E2240","#5D76A9","2024-25"
"344",12,"Denver Nuggets",1610612743,"0042400173",2025-04-24,"DEN vs. LAC","Game 3","Wed Apr 30 15:23:26","LA Clippers",2025-04-19,1,"Round 1: DEN vs. LAC, Game 3","#0E2240","#5D76A9","2024-25"
"345",13,"Denver Nuggets",1610612743,"0042400174",2025-04-26,"DEN vs. LAC","Game 4","Wed Apr 30 15:23:26","LA Clippers",2025-04-19,1,"Round 1: DEN vs. LAC, Game 4","#0E2240","#5D76A9","2024-25"
"346",14,"Denver Nuggets",1610612743,"0042400175",2025-04-29,"DEN vs. LAC","Game 5","Wed Apr 30 15:23:26","LA Clippers",2025-04-19,1,"Round 1: DEN vs. LAC, Game 5","#0E2240","#5D76A9","2024-25"
"347",15,"Detroit Pistons",1610612765,"0042400121",2025-04-19,"DET vs. NYK","Game 1","Wed Apr 30 15:23:26","New York Knicks",2025-04-19,1,"Round 1: DET vs. NYK, Game 1","#C8102E","#006BB6","2024-25"
"348",16,"Detroit Pistons",1610612765,"0042400122",2025-04-21,"DET vs. NYK","Game 2","Wed Apr 30 15:23:26","New York Knicks",2025-04-19,1,"Round 1: DET vs. NYK, Game 2","#C8102E","#006BB6","2024-25"
"349",17,"Detroit Pistons",1610612765,"0042400123",2025-04-24,"DET vs. NYK","Game 3","Wed Apr 30 15:23:26","New York Knicks",2025-04-19,1,"Round 1: DET vs. NYK, Game 3","#C8102E","#006BB6","2024-25"
